type,isFraud,time,day,week,amount,oldbalanceOrg,nameOrig
CASH_IN,0,10:00 PM,25,4,31779458.25,657231114.95,192
CASH_IN,0,10:00 PM,28,4,63813145.62,1326370497.89,409
CASH_IN,0,10:00 PM,29,5,79563679.05,1297365929.98,528
CASH_IN,0,10:00 PM,30,5,8917419.73,4359238.0,86
CASH_IN,0,11:00 AM,1,1,1435300434.18,30783086218.31,7841
CASH_IN,0,11:00 AM,2,1,1154726075.8,22492398667.4,6620
CASH_IN,0,11:00 AM,6,1,1622714798.36,36185283075.46,8692
CASH_IN,0,11:00 AM,7,1,1237424711.08,20281035549.21,6796
CASH_IN,0,11:00 AM,8,2,1214045276.05,24908460398.24,6977
CASH_IN,0,11:00 AM,9,2,1339659953.73,28960553389.12,8142
CASH_IN,0,11:00 AM,10,2,1251403346.47,23856249450.69,6976
CASH_IN,0,11:00 AM,11,2,1425000703.99,25432452373.12,7888
CASH_IN,0,11:00 AM,12,2,848555765.63,18504438410.09,5484
CASH_IN,0,11:00 AM,13,2,1351413823.14,31201065552.96,7500
CASH_IN,0,11:00 AM,14,2,1254969980.86,21962432789.7,6640
CASH_IN,0,11:00 AM,15,3,1264096806.16,27864572518.33,7128
CASH_IN,0,11:00 AM,16,3,1150642511.93,18706268037.2,6377
CASH_IN,0,11:00 AM,17,3,1007144937.27,23037117596.05,5610
CASH_IN,0,11:00 AM,18,3,68822480.54,1254964817.27,384
CASH_IN,0,11:00 AM,24,4,157370945.7,2320700339.03,855
CASH_IN,0,11:00 AM,25,4,130957260.08,1954142931.71,725
CASH_IN,0,11:00 AM,28,4,121939380.65,1677588456.1299999,685
CASH_IN,0,11:00 AM,29,5,90643485.62,1190882407.33,505
CASH_IN,0,11:00 AM,30,5,15186604.34,161462833.61,94
CASH_IN,0,11:00 PM,1,1,141310397.92,2446625410.33,840
CASH_IN,0,11:00 PM,2,1,222013693.66,5406747890.32,1429
CASH_IN,0,11:00 PM,4,1,165058098.42,2732604095.63,962
CASH_IN,0,11:00 PM,5,1,110812002.31,1746045720.82,667
CASH_IN,0,11:00 PM,6,1,214319862.09,7695184611.53,1342
CASH_IN,0,11:00 PM,7,1,211353038.54,6648011801.96,1394
CASH_IN,0,11:00 PM,8,2,236784804.43,8727101423.66,1600
CASH_IN,0,11:00 PM,9,2,216864528.39,8436634815.6,1352
CASH_IN,0,11:00 PM,10,2,218911091.24,5684440138.09,1400
CASH_IN,0,11:00 PM,11,2,224146726.36,6896777838.3,1453
CASH_IN,0,11:00 PM,12,2,164052786.29,3498721355.73,970
CASH_IN,0,11:00 PM,13,2,301448508.83,10209059747.67,1800
CASH_IN,0,11:00 PM,14,2,293554523.18,9738837827.38,1799
CASH_IN,0,11:00 PM,15,3,247048026.85999998,9515131898.86,1482
CASH_IN,0,11:00 PM,16,3,218715804.27,7476301575.23,1387
CASH_IN,0,11:00 PM,17,3,231874712.94,5694728554.12,1371
CASH_IN,0,11:00 PM,18,3,41081037.32,847110794.54,269
CASH_IN,0,11:00 PM,19,3,24050379.9,523136955.19,158
CASH_IN,0,11:00 PM,20,3,25797654.41,674261401.7,182
CASH_IN,0,11:00 PM,21,3,50917981.04,1073920642.8,328
CASH_IN,0,11:00 PM,22,4,81400430.73,1815508767.27,518
CASH_IN,0,11:00 PM,23,4,33926063.37,759478965.13,177
CASH_IN,0,11:00 PM,25,4,49083122.22,938708812.74,302
CASH_IN,0,11:00 PM,29,5,96416028.45,2402835222.74,623
CASH_IN,0,12:00 AM,1,1,1480154005.31,26574141891.92,7684
CASH_IN,0,12:00 AM,2,1,1530614081.45,30241643794.17,8579
CASH_IN,0,12:00 AM,6,1,1537005109.46,28993247850.24,8183
CASH_IN,0,12:00 AM,7,1,1167286598.56,22565411247.59,6403
CASH_IN,0,12:00 AM,8,2,1244107381.41,23479855704.44,6977
CASH_IN,0,12:00 AM,9,2,1337017443.0,30503104783.42,8319
CASH_IN,0,12:00 AM,10,2,1281054094.11,26757104900.13,7110
CASH_IN,0,12:00 AM,11,2,1410080393.4,31155865966.52,8040
CASH_IN,0,12:00 AM,12,2,947767192.94,23818890863.16,5985
CASH_IN,0,12:00 AM,13,2,1336473473.41,22895017877.77,7100
CASH_IN,0,12:00 AM,14,2,1235795170.2,22474697916.76,6672
CASH_IN,0,12:00 AM,15,3,1233197291.55,27756319572.06,6952
CASH_IN,0,12:00 AM,16,3,1307852811.43,23422238718.69,6763
CASH_IN,0,12:00 AM,17,3,1379858280.08,27157953084.08,7593
CASH_IN,0,12:00 AM,18,3,114983922.58,1667715792.52,644
CASH_IN,0,12:00 AM,21,3,218540082.65,2520919704.9,1169
CASH_IN,0,12:00 AM,23,4,199608562.64000002,1724569393.16,1076
CASH_IN,0,12:00 AM,24,4,164509836.23,2829984952.68,910
CASH_IN,0,12:00 AM,25,4,186973959.63,2104199559.85,1069
CASH_IN,0,12:00 AM,26,4,119674837.86,1973746955.2,706
CASH_IN,0,12:00 AM,29,5,202465417.64,2440318292.24,1133
CASH_IN,0,12:00 PM,1,1,87103032.04,1548795610.17,495
CASH_IN,0,12:00 PM,2,1,112630220.3,2258087912.22,690
CASH_IN,0,12:00 PM,4,1,145244159.35,3360818799.63,866
CASH_IN,0,12:00 PM,5,1,96782932.74,2538672075.97,589
CASH_IN,0,12:00 PM,6,1,77165607.14,1559097264.77,473
CASH_IN,0,12:00 PM,7,1,100055364.35,2334599079.73,575
CASH_IN,0,12:00 PM,8,2,113018883.25,2998764943.48,732
CASH_IN,0,12:00 PM,9,2,94592795.54,1858402108.18,574
CASH_IN,0,12:00 PM,10,2,99328219.27,2171058515.91,639
CASH_IN,0,12:00 PM,11,2,103692227.44,2344831697.21,663
CASH_IN,0,12:00 PM,12,2,94900489.14,1754329439.78,533
CASH_IN,0,12:00 PM,13,2,97818714.1,2185109370.43,574
CASH_IN,0,12:00 PM,14,2,87715037.0,1881650349.3700001,529
CASH_IN,0,12:00 PM,15,3,88273594.51,1883771105.25,501
CASH_IN,0,12:00 PM,16,3,98654488.55,2300409038.91,581
CASH_IN,0,12:00 PM,17,3,230777873.84,8954741433.45,1420
CASH_IN,0,12:00 PM,22,4,27322788.02,673384056.61,159
CASH_IN,0,12:00 PM,23,4,63465425.05,1709951116.2,366
CASH_IN,0,12:00 PM,24,4,28443314.81,812729273.61,174
CASH_IN,0,12:00 PM,28,4,6140267.08,124554422.83,37
CASH_IN,0,1:00 AM,1,1,85500789.61,2058410411.01,527
CASH_IN,0,1:00 AM,2,1,49942785.83,944691292.15,276
CASH_IN,0,1:00 AM,3,1,23705176.78,674686752.32,137
CASH_IN,0,1:00 AM,5,1,34583837.160000004,1082190367.33,194
CASH_IN,0,1:00 AM,6,1,33304211.01,1002605539.4,188
CASH_IN,0,1:00 AM,7,1,35377857.16,1030470833.63,224
CASH_IN,0,1:00 AM,8,2,36285255.03,717544741.64,208
CASH_IN,0,1:00 AM,9,2,39527835.98,869994756.18,264
CASH_IN,0,1:00 AM,10,2,83574395.45,1957824752.73,519
CASH_IN,0,1:00 AM,11,2,46192430.7,972068671.57,290
CASH_IN,0,1:00 AM,12,2,48531611.04,1281894594.88,305
CASH_IN,0,1:00 AM,13,2,36334600.57,635067807.05,220
CASH_IN,0,1:00 AM,14,2,40084425.16,816122823.67,223
CASH_IN,0,1:00 AM,15,3,13346457.91,306768755.42,81
CASH_IN,0,1:00 AM,16,3,38569941.02,675093608.02,228
CASH_IN,0,1:00 AM,17,3,44029630.53,1040668354.44,249
CASH_IN,0,1:00 AM,18,3,19184196.64,310431493.42,106
CASH_IN,0,1:00 AM,22,4,26357358.83,641174049.57,155
CASH_IN,0,1:00 AM,25,4,19112147.24,509384635.3,104
CASH_IN,0,1:00 AM,26,4,24836223.38,487953894.11,145
CASH_IN,0,1:00 AM,28,4,16145904.58,382432899.07,84
CASH_IN,0,1:00 AM,29,5,19411637.51,532793710.57,128
CASH_IN,0,1:00 PM,1,1,1543245212.55,29127021815.61,8131
CASH_IN,0,1:00 PM,2,1,1340350661.19,24739659759.94,7450
CASH_IN,0,1:00 PM,6,1,1487657046.74,28164826109.54,7971
CASH_IN,0,1:00 PM,7,1,1247831201.86,22652137591.34,6851
CASH_IN,0,1:00 PM,8,2,1230566605.21,25526896279.73,7129
CASH_IN,0,1:00 PM,9,2,1195533280.68,28395082700.4,7411
CASH_IN,0,1:00 PM,10,2,1176329743.26,18050549828.47,6249
CASH_IN,0,1:00 PM,11,2,1315849085.03,28691673504.1,7533
CASH_IN,0,1:00 PM,12,2,921063441.69,21030427984.4,5932
CASH_IN,0,1:00 PM,13,2,1260485909.68,22218628557.79,6807
CASH_IN,0,1:00 PM,14,2,1186581936.56,23369435290.01,6423
CASH_IN,0,1:00 PM,15,3,1189361732.9,21067445805.84,6570
CASH_IN,0,1:00 PM,16,3,1201014038.79,23127017032.08,6650
CASH_IN,0,1:00 PM,17,3,1281324964.24,24646529522.46,6817
CASH_IN,0,1:00 PM,19,3,431558.51,65392.0,2
CASH_IN,0,1:00 PM,20,3,230903038.38,2262031068.91,1222
CASH_IN,0,1:00 PM,21,3,83016185.4,952169957.8100001,466
CASH_IN,0,1:00 PM,22,4,59046964.019999996,772574401.3100001,359
CASH_IN,0,1:00 PM,24,4,193580856.89,2013719159.35,1085
CASH_IN,0,1:00 PM,25,4,233065280.28,2582657378.13,1263
CASH_IN,0,1:00 PM,26,4,73881.3,37383.0,1
CASH_IN,0,1:00 PM,27,4,146024793.23,1936102280.84,839
CASH_IN,0,1:00 PM,28,4,206063647.24,2521639190.14,1115
CASH_IN,0,1:00 PM,30,5,96340293.4,362599104.4,541
CASH_IN,0,2:00 AM,1,1,32496559.82,1154686478.88,203
CASH_IN,0,2:00 AM,2,1,21161287.26,697182047.17,129
CASH_IN,0,2:00 AM,6,1,21552634.79,824142938.64,145
CASH_IN,0,2:00 AM,7,1,24693733.18,695391824.71,151
CASH_IN,0,2:00 AM,8,2,19357284.06,350093571.13,117
CASH_IN,0,2:00 AM,9,2,24573166.69,747295640.41,168
CASH_IN,0,2:00 AM,11,2,22845700.15,563307989.34,138
CASH_IN,0,2:00 AM,12,2,25538157.44,732972336.75,174
CASH_IN,0,2:00 AM,13,2,27228880.13,722563344.03,147
CASH_IN,0,2:00 AM,14,2,24233058.39,603825468.75,143
CASH_IN,0,2:00 AM,15,3,26297833.3,692684418.79,150
CASH_IN,0,2:00 AM,16,3,26058864.88,635766789.42,145
CASH_IN,0,2:00 AM,17,3,30163021.77,966199760.48,182
CASH_IN,0,2:00 AM,20,3,19452973.71,352968708.65,113
CASH_IN,0,2:00 AM,23,4,19525535.74,588433048.45,121
CASH_IN,0,2:00 AM,25,4,21032819.06,700988279.45,129
CASH_IN,0,2:00 PM,1,1,1624930275.88,34089970593.82,9140
CASH_IN,0,2:00 PM,2,1,1247569666.72,26391052877.83,7015
CASH_IN,0,2:00 PM,6,1,1378115225.5,30118911545.84,7627
CASH_IN,0,2:00 PM,7,1,1113014067.11,18035768860.94,6120
CASH_IN,0,2:00 PM,8,2,1248313378.71,22648308115.34,6967
CASH_IN,0,2:00 PM,9,2,1059933213.13,23554977422.21,6372
CASH_IN,0,2:00 PM,10,2,1053779484.99,19420966326.97,5997
CASH_IN,0,2:00 PM,11,2,1087839046.2,18614025805.19,6361
CASH_IN,0,2:00 PM,12,2,912936723.34,20764254067.21,5715
CASH_IN,0,2:00 PM,13,2,1220373667.76,23800117871.13,6563
CASH_IN,0,2:00 PM,14,2,1115521665.53,20132738877.67,5925
CASH_IN,0,2:00 PM,15,3,1111409246.59,23618066302.7,6442
CASH_IN,0,2:00 PM,16,3,1117533310.39,27004774412.3,6399
CASH_IN,0,2:00 PM,17,3,1091755313.47,24749555947.39,6154
CASH_IN,0,2:00 PM,18,3,77099904.58,1598441345.51,400
CASH_IN,0,2:00 PM,22,4,157420080.4,1874764718.2,853
CASH_IN,0,2:00 PM,23,4,163007445.38,1908292032.11,1013
CASH_IN,0,2:00 PM,24,4,62876754.22,922310325.09,350
CASH_IN,0,2:00 PM,25,4,237211547.8,2834915828.06,1330
CASH_IN,0,2:00 PM,26,4,63424550.92,1133489793.06,362
CASH_IN,0,2:00 PM,29,5,194158656.17,2226586108.9,1070
CASH_IN,0,2:00 PM,30,5,67316732.96,22729800.0,369
CASH_IN,0,3:00 AM,1,1,21176788.56,401970717.19,124
CASH_IN,0,3:00 AM,9,2,4692380.3,62493549.26,28
CASH_IN,0,3:00 AM,12,2,44418.9,90462.0,1
CASH_IN,0,3:00 AM,21,3,19142231.55,603647896.46,120
CASH_IN,0,3:00 AM,23,4,16469938.07,400822450.95,94
CASH_IN,0,3:00 AM,24,4,7896760.21,186098916.77,50
CASH_IN,0,3:00 PM,1,1,1714817153.79,39309103395.18,9939
CASH_IN,0,3:00 PM,2,1,940584138.94,21933946918.95,5506
CASH_IN,0,3:00 PM,6,1,1177825989.63,21846086492.26,6265
CASH_IN,0,3:00 PM,7,1,1091864290.98,21883029506.43,6292
CASH_IN,0,3:00 PM,8,2,1211934782.81,23251221033.98,6896
CASH_IN,0,3:00 PM,9,2,1033567238.65,21741320096.65,6260
CASH_IN,0,3:00 PM,10,2,1123080930.03,23871406259.48,6228
CASH_IN,0,3:00 PM,11,2,1097661345.31,24214643615.39,6395
CASH_IN,0,3:00 PM,12,2,905488615.05,19458666712.43,5694
CASH_IN,0,3:00 PM,13,2,1089456927.84,19825179991.27,5845
CASH_IN,0,3:00 PM,14,2,1026563246.42,21279848881.44,5727
CASH_IN,0,3:00 PM,15,3,1111599609.16,23718544005.37,6155
CASH_IN,0,3:00 PM,16,3,1058232259.92,20884412366.2,5848
CASH_IN,0,3:00 PM,17,3,1267774310.19,26617860694.5,6905
CASH_IN,0,3:00 PM,18,3,43402091.73,683406614.84,223
CASH_IN,0,3:00 PM,20,3,120664657.5,1713093543.43,676
CASH_IN,0,3:00 PM,21,3,132783773.81,2066430545.05,794
CASH_IN,0,3:00 PM,24,4,181519467.05,1930197196.47,935
CASH_IN,0,3:00 PM,25,4,319369.53,32352.0,1
CASH_IN,0,3:00 PM,29,5,329812941.52,5041895405.26,1916
CASH_IN,0,4:00 AM,1,1,23541190.43,567957161.93,136
CASH_IN,0,4:00 AM,19,3,15991870.6,381104439.22,94
CASH_IN,0,4:00 PM,1,1,1746535418.58,39574478979.86,9928
CASH_IN,0,4:00 PM,2,1,1326524315.78,26457609906.96,7542
CASH_IN,0,4:00 PM,6,1,1319420814.44,23954029640.07,7100
CASH_IN,0,4:00 PM,7,1,1094176296.52,18584891922.08,6121
CASH_IN,0,4:00 PM,8,2,1286987486.53,26805803777.27,7430
CASH_IN,0,4:00 PM,9,2,1021815798.51,20715963994.61,6181
CASH_IN,0,4:00 PM,10,2,1095641567.26,20059557513.42,6090
CASH_IN,0,4:00 PM,11,2,1023364378.46,18231268523.8,6056
CASH_IN,0,4:00 PM,12,2,909622916.98,23678003839.5,5891
CASH_IN,0,4:00 PM,13,2,1056200611.34,23524281055.27,6065
CASH_IN,0,4:00 PM,14,2,1158988455.64,26629801409.7,6372
CASH_IN,0,4:00 PM,15,3,1114235310.21,22558005396.92,6215
CASH_IN,0,4:00 PM,16,3,772356341.1,13057105460.74,4409
CASH_IN,0,4:00 PM,17,3,1246856964.5,27267334183.77,6866
CASH_IN,0,4:00 PM,19,3,93932818.0,1768728010.67,624
CASH_IN,0,4:00 PM,20,3,1118611.0,112932.0,5
CASH_IN,0,4:00 PM,21,3,39291294.56,459949093.49,219
CASH_IN,0,4:00 PM,22,4,130194004.36,1753774414.12,736
CASH_IN,0,4:00 PM,23,4,405208040.84,9653357777.85,2341
CASH_IN,0,4:00 PM,25,4,215205111.31,2416269903.63,1330
CASH_IN,0,4:00 PM,27,4,74311891.58,923981506.3,403
CASH_IN,0,4:00 PM,28,4,55368969.81,561318949.15,295
CASH_IN,0,4:00 PM,29,5,325069889.33,6941398680.41,1895
CASH_IN,0,4:00 PM,30,5,738826.44,95519.0,3
CASH_IN,0,5:00 AM,1,1,25071346.06,715602705.2,131
CASH_IN,0,5:00 AM,18,3,10461219.27,192158893.88,69
CASH_IN,0,5:00 AM,22,4,17259447.58,457144635.95,102
CASH_IN,0,5:00 PM,1,1,1678635811.53,38334555340.64,9897
CASH_IN,0,5:00 PM,2,1,1435192196.28,34067539195.21,8236
CASH_IN,0,5:00 PM,6,1,1236297246.08,22871679254.51,7132
CASH_IN,0,5:00 PM,7,1,1306701851.06,24731124923.95,7561
CASH_IN,0,5:00 PM,8,2,1494911450.14,32301591148.64,8578
CASH_IN,0,5:00 PM,9,2,1031321554.28,24044411037.03,6402
CASH_IN,0,5:00 PM,10,2,602529795.86,8109071643.41,3383
CASH_IN,0,5:00 PM,11,2,947896295.11,22084496532.11,5905
CASH_IN,0,5:00 PM,12,2,893754890.88,22617557595.43,5867
CASH_IN,0,5:00 PM,13,2,1365381492.39,28458934128.11,7633
CASH_IN,0,5:00 PM,14,2,1273804439.32,24818177312.4,7108
CASH_IN,0,5:00 PM,15,3,1220634465.93,24849431015.01,6939
CASH_IN,0,5:00 PM,16,3,637646867.94,11531973748.88,3864
CASH_IN,0,5:00 PM,17,3,1247424448.45,23486487437.1,7121
CASH_IN,0,5:00 PM,19,3,46715968.7,716906657.74,283
CASH_IN,0,5:00 PM,23,4,151686325.94,2279425466.37,819
CASH_IN,0,5:00 PM,24,4,57918345.64,887191072.99,306
CASH_IN,0,5:00 PM,26,4,109840076.45,1908458988.21,626
CASH_IN,0,6:00 AM,1,1,52998161.49,1438341508.91,300
CASH_IN,0,6:00 AM,23,4,23788306.9,519754839.32,135
CASH_IN,0,6:00 AM,25,4,21382224.32,418842629.72,117
CASH_IN,0,6:00 AM,27,4,8716537.79,216012769.64000002,57
CASH_IN,0,6:00 PM,1,1,1809671395.07,39686801991.1,11197
CASH_IN,0,6:00 PM,2,1,1576448970.19,37510078263.05,9488
CASH_IN,0,6:00 PM,6,1,1158915051.55,27021457704.86,7391
CASH_IN,0,6:00 PM,7,1,1465689844.04,31418794352.55,8757
CASH_IN,0,6:00 PM,8,2,1630383186.85,35334048770.06,9830
CASH_IN,0,6:00 PM,9,2,1086204856.1,23804460336.72,6874
CASH_IN,0,6:00 PM,10,2,1243672865.16,22123722327.51,7264
CASH_IN,0,6:00 PM,11,2,942661427.29,19339369393.39,5998
CASH_IN,0,6:00 PM,12,2,977936728.19,23185206139.52,6554
CASH_IN,0,6:00 PM,13,2,1726900793.07,37725568714.98,9917
CASH_IN,0,6:00 PM,14,2,1377601900.32,30746820929.51,8042
CASH_IN,0,6:00 PM,15,3,1502916780.34,32310724468.14,8918
CASH_IN,0,6:00 PM,16,3,1302811640.39,27186169145.47,7894
CASH_IN,0,6:00 PM,17,3,1472839726.07,30966586347.88,8737
CASH_IN,0,6:00 PM,18,3,186280711.89,2832717498.83,1136
CASH_IN,0,6:00 PM,20,3,135607395.79,2039044944.67,769
CASH_IN,0,6:00 PM,22,4,685214049.14,14571863700.38,4101
CASH_IN,0,6:00 PM,23,4,321091851.1,5163652399.61,1779
CASH_IN,0,6:00 PM,24,4,70371346.65,711472915.81,419
CASH_IN,0,6:00 PM,25,4,260110447.95,3260526755.14,1596
CASH_IN,0,6:00 PM,27,4,51093757.0,710039562.54,280
CASH_IN,0,6:00 PM,29,5,182787792.88,1974211888.26,1109
CASH_IN,0,6:00 PM,30,5,25905093.81,8229841.0,139
CASH_IN,0,7:00 AM,1,1,166049774.4,3798787747.46,1002
CASH_IN,0,7:00 AM,19,3,34496249.82,1162124961.54,204
CASH_IN,0,7:00 AM,21,3,32664607.46,868141954.47,191
CASH_IN,0,7:00 AM,29,5,1062088.2,359870.0,6
CASH_IN,0,7:00 PM,1,1,1868721005.97,47099320775.29,11875
CASH_IN,0,7:00 PM,2,1,1536568940.93,36605267591.99,9852
CASH_IN,0,7:00 PM,6,1,1675979956.03,38372411060.71,10470
CASH_IN,0,7:00 PM,7,1,1710334597.96,42265382314.95,10850
CASH_IN,0,7:00 PM,8,2,1731484376.31,39925612177.32,11120
CASH_IN,0,7:00 PM,9,2,1210249807.77,31394383153.61,7972
CASH_IN,0,7:00 PM,10,2,1713330097.78,38007750777.21,10627
CASH_IN,0,7:00 PM,11,2,1378402686.62,36329566310.33,9537
CASH_IN,0,7:00 PM,12,2,1130245384.28,28548529589.2,7662
CASH_IN,0,7:00 PM,13,2,1793342672.72,42280489771.79,10880
CASH_IN,0,7:00 PM,14,2,1402991632.81,26524385969.74,8568
CASH_IN,0,7:00 PM,15,3,1552783144.81,38624836989.62,10059
CASH_IN,0,7:00 PM,16,3,1412855085.92,34642878813.1,9026
CASH_IN,0,7:00 PM,17,3,1619187364.52,38161022690.73,9861
CASH_IN,0,7:00 PM,19,3,129061157.9,2125903775.99,845
CASH_IN,0,7:00 PM,23,4,102858506.48,2009404771.53,598
CASH_IN,0,7:00 PM,24,4,170027322.09,2359719305.79,1024
CASH_IN,0,7:00 PM,25,4,176995419.95,1486701289.64,1135
CASH_IN,0,7:00 PM,26,4,97654850.85,1581437923.62,664
CASH_IN,0,7:00 PM,28,4,58580738.28,1076767183.22,386
CASH_IN,0,7:00 PM,29,5,165599977.71,2529506218.77,1128
CASH_IN,0,7:00 PM,30,5,55677872.64,22472875.0,390
CASH_IN,0,8:00 AM,1,1,651968262.85,15721328925.77,3953
CASH_IN,0,8:00 AM,18,3,69853425.59,943733706.45,443
CASH_IN,0,8:00 AM,25,4,12302594.8,206866636.89000002,82
CASH_IN,0,8:00 AM,26,4,43637378.08,878472582.49,245
CASH_IN,0,8:00 AM,28,4,63835090.32,990007986.99,413
CASH_IN,0,8:00 PM,1,1,1342679682.33,33728827255.12,8961
CASH_IN,0,8:00 PM,2,1,1223680813.77,29863975797.32,8069
CASH_IN,0,8:00 PM,6,1,1209317900.79,25637098147.45,8036
CASH_IN,0,8:00 PM,7,1,1223009722.98,31520913246.85,8516
CASH_IN,0,8:00 PM,8,2,1270005281.24,30849556168.71,8582
CASH_IN,0,8:00 PM,9,2,992760783.78,24657065146.14,6886
CASH_IN,0,8:00 PM,10,2,1121115741.85,23483320904.63,7576
CASH_IN,0,8:00 PM,11,2,984614950.09,20625157886.6,6847
CASH_IN,0,8:00 PM,12,2,982301623.07,27115773318.41,6819
CASH_IN,0,8:00 PM,13,2,1176348965.05,23677254330.95,7741
CASH_IN,0,8:00 PM,14,2,1212182881.32,30995639872.64,7789
CASH_IN,0,8:00 PM,15,3,1088375675.59,24894122261.58,7308
CASH_IN,0,8:00 PM,16,3,1254653336.24,32962732264.2,8155
CASH_IN,0,8:00 PM,17,3,1199492983.41,27574077620.83,7697
CASH_IN,0,8:00 PM,18,3,114216788.44,2036336711.73,775
CASH_IN,0,8:00 PM,19,3,21578068.830000002,607424300.69,144
CASH_IN,0,8:00 PM,20,3,127181506.57000001,1576343128.94,762
CASH_IN,0,8:00 PM,21,3,190668980.46,2780489530.84,1296
CASH_IN,0,8:00 PM,22,4,104104823.15,1801299871.58,693
CASH_IN,0,8:00 PM,23,4,177293908.02,2420255968.51,1167
CASH_IN,0,8:00 PM,25,4,316579074.12,6361886571.27,2055
CASH_IN,0,8:00 PM,27,4,77168340.55,970592891.72,514
CASH_IN,0,8:00 PM,29,5,225348925.59,3482427223.84,1529
CASH_IN,0,8:00 PM,30,5,2139821.31,994890.0,17
CASH_IN,0,9:00 AM,1,1,1388800804.8,33062022365.04,8087
CASH_IN,0,9:00 AM,2,1,977936068.26,18441631721.19,5642
CASH_IN,0,9:00 AM,6,1,922288984.66,19416823387.95,5276
CASH_IN,0,9:00 AM,7,1,723874794.36,13201328494.83,4303
CASH_IN,0,9:00 AM,8,2,668167100.66,13128543035.15,4048
CASH_IN,0,9:00 AM,9,2,596549841.96,10351061108.46,3725
CASH_IN,0,9:00 AM,10,2,677332739.9,13616331310.61,4081
CASH_IN,0,9:00 AM,11,2,911844745.44,24193860171.11,5610
CASH_IN,0,9:00 AM,12,2,265805769.11,6232937072.86,1706
CASH_IN,0,9:00 AM,13,2,880412614.02,17893702037.27,4843
CASH_IN,0,9:00 AM,14,2,674420686.12,10721592549.66,3947
CASH_IN,0,9:00 AM,15,3,540570022.75,11279103051.4,3236
CASH_IN,0,9:00 AM,16,3,537897106.64,9223392530.65,3263
CASH_IN,0,9:00 AM,17,3,715262415.92,13599663792.93,4257
CASH_IN,0,9:00 AM,25,4,94829861.39,1752091723.35,533
CASH_IN,0,9:00 AM,29,5,189810228.88,2359327443.86,1112
CASH_IN,0,9:00 AM,30,5,108849187.58,1421280204.36,668
CASH_IN,0,9:00 PM,1,1,548880768.68,11566996876.68,3772
CASH_IN,0,9:00 PM,2,1,548522181.41,14156397007.71,3735
CASH_IN,0,9:00 PM,4,1,139277650.85,2701290736.2,914
